voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'1046',b'Mania Akbari',b'Director',b'Iran',b'Female',b'1002',b'4ce2b7e2b963d',b'4ce2b7a39630e',b'4ce2b70e49bb7',b'4ce2b7fac7dc2',b'4ce2b8a2b0940',b'4ce2b8485aac9',b'4ce2b878c0175',b'4ce2b6bb4d775',b'4ce2b81d77d71',"b'As a filmmaker, my choice is based on my personal view and personal experience with these films. Each of these films and filmmakers created a new question for me between cinema and life. It is like a hanging pendulum of time, swinging between art and life, moving life forward and adding more meaning to its mundanities.'"
b'1081',b'Mohamed Al-Daradji',b'Director',b'Iraq/Holland',b'Male',b'4ce2b6ae61fec',b'4ce2b809afdfd',b'4ce2b797b6e41',b'4ce2b6edbea40',b'4ce2b6ab4237b',b'4ce2b864d95e5',b'4ce2b8c3465ff',b'4f4b8b7e5ef90',b'4ce2b8c6518bb',b'4f4b8bf00dfa0',b''
b'785',b'Antti Alanen',b'programmer',b'Finland',b'Male',b'4ce2b6a7a801b',b'4ce2b6bbb8e51',b'4ce2b6b10f03e',b'4ce2b6adcfa6a',b'4ce2b6adb948c',b'4ce2b6bb90873',b'4ce2b6b41d658',b'4ce2b6b50a0d5',b'4ce2b83f86eb2',b'4ce2b6b6466ce',"b'Mission: impossible. Ten best Biograph shorts by D.W. Griffith; ten best Hollywood animations from the 1940s; ten best experimental films from the 1960s; ten best Finnish films; ten best films of 1914 or 2012: justice would be possible in lists like them. I think there are on the average ten masterpieces per year in the history of the cinema. I wrote a book on the 1,000 best feature films for the centenary of the cinema and a new edition of it on the 1,100 best films for the 110th anniversary. I could include any of them in this top ten list. And many more short films.\n\n\tCity Lights: Still maturing after the passing of the golden age of comedy Chaplin moves towards heartbreaking self-reflection.\xe2\x80\xa8\n\n\tLa R\xc3\xa8gle du jeu: Mozartian depths beneath a superficial frivolity.\xe2\x80\xa8\n\n\tCitizen Kane: There are a dozen reasons to like this. One is an enormous joy of the cinema. \xe2\x80\xa8\n\n\tMy Darling Clementine: A new gravity and dignity appears in Ford\'s Westerns after WWII.\xe2\x80\xa8\n\n\tSansho dayu: Like Ford, Mizoguchi was a master of both the epic and the lyrical. In this story of injustice he is at his most ardent.\xe2\x80\xa86. Smultronst\xc3\xa4llet. A purely cinematic journey of self-discovery, worthy of Chekhov and Strindberg. Also the most beautiful hommage in the history of the cinema, in this case to Victor Sj\xc3\xb6str\xc3\xb6m and The Phantom Carriage, Bergman\'s personal favourite film.\xe2\x80\xa8\n\n\tJules et Jim: Like Design for Living (No\xc3\xabl Coward / Ernst Lubitsch), an anti-triangle-drama: the saga of a friendship between two men and a woman. The title notwithstanding the central character is Catherine, immortalized by Jeanne Moreau. Also a rich period movie starting from la belle \xc3\xa9poque and reaching to the eve of WWII. Full of life and an irresistible love for the means of the cinema.\xe2\x80\xa8\n\n\tKahdeksan surmanluotia/Eight Deadly Shots: Together with Loviisa (1946, Valentin Vaala) and Tuntematon sotilas/The Unknown Soldier (1955, Edvin Laine), this is one of the best Finnish films by a classical director, but only in its full version of 5 hours and 16 minutes.\xe2\x80\xa8\n\n\tThe Mirror: A space odyssey into the interior of the psyche, Tarkovsky\'s ""In search of lost time"". Epic dimensions of history emerge during this personal journey through the memories of childhood.\n\n\tSpirited Away: There is an affinity between animation and animism. Miyazaki, a master on the level of Lewis Carroll and Tove Jansson, creates a unique vision in which old spirits coexist with the modern world.'"
b'364',b'Marcelo Alderete',b'programmer',b'Argentina',b'Male',b'4ce2b6a7c319e',b'4ce2b803e5b2f',b'4ce2b8bca3e47',b'4ce2b8650231b',b'4ce2b6e742567',b'4ce2b6e31e32e',b'4ce2b7d2993a2',b'4ce2b695532d5',b'4ce2b6b93e9f8',b'4ce2b6ba057c9',"b'Choosing the best ten films in history produces a feeling of distress similar to that when you attend a film festival: the offer is just too vast. You can do it in the simplest way, choosing the ones you feel are the best films \xe2\x80\x93 always, in our own opinion, following a logical and unappealable criteria, but fanciful and incomprehensible to everyone else. Another possibility is to impose certain rules. Personally, I\xe2\x80\x99ve always believed in choosing those films that, as Serge Daney said, saw me grow up. Or to express it in another way, films that grew up with me.\nIn the mid-1970s Argentineans found their cinematographic education in neighborhood movie theatres with their double-features; cinephilia came to me together with the Video Club explosion during the 1980s. I was part of Generation VHS and, for the first time, film history was available to anyone. The old guardians of cinephilia saw their ancient, secret knowledge tested by young people who consumed non-stop every film that fell into their hands. Low-budget horror films, classics films\xe2\x80\xa6 whatever. Part of this list comes from that ignoble place \xe2\x80\x93 perhaps not actual film choices, but a certain atmosphere.\nBy the mid-1990s, TV cathode rays had defined the cinephilia of a generation, just as film festivals were reborn in our country. Film festivals: another place where films became more democratic, where many movies that did not reach commercial distribution (almost always the best ones) were, at least for a while, available to all audiences. And from here comes another restriction to this list: to choose only films that I have seen, at least once, in movie theaters.\nThe last rule I followed to get to my final ten films comes from Corto Malt\xc3\xa9s\xe2\x80\x99 \xe2\x80\x98The Ballad of the Salty Sea\xe2\x80\x99: \xe2\x80\x9cTo remain in the past, as you do, is like guarding a graveyard.\xe2\x80\x9d As nobody wants \xe2\x80\x93 I think \xe2\x80\x93 to have that task, I tried as hard as I could to move away from the past, or to keep it present as a kind of tool that will help me to better understand the future.\n\xe2\x80\x9cEvery rule wants to destroy its exception,\xe2\x80\x9d Jean-Luc Godard said. This list is born from that struggle among rules and exceptions.'"
b'247',b'Nigel Algar',b'archivist',b'UK',b'Male',b'4ce2b6f6c85c4',b'4ce2b6a7a801b',b'4ce2b6ada35e2',b'4ce2b6e31bcf4',b'4ce2b6b185765',b'4ce2b6a754af6',b'4ce2b6b3b220d',b'4ce2b6b757144',b'4ce2b6b824610',b'4ce2b6a5c0ef0',"b'The \xe2\x80\x98greatest\xe2\x80\x99? That\xe2\x80\x99s a stretch, but these are all films that have enjoyed an extended life both in the film culture at large and in my own mind, from the first time I saw them until today. What runs through all these films is the sheer pleasure of exploring the expressive possibilities of the medium. The predominant mood seems to be sadness and the spirit of noir hovers over many of them without definitively settling on a single title. Last week I might have chosen other films, tomorrow I could choose a different set, but I suspect that they would all share these characteristics.'"
b'600',b'Francisco Algar\xc3\xadn Navarro',b'critic',b'Spain',b'Male',b'4ce2b6bf52b16',b'4ce2b6aa79614',b'4ce2b78e0bcf5',b'4ce2b73f2ec00',b'4ce2b753590cb',b'4ce2b821ef715',b'1003',b'4ce2b6b78bfc0',b'4ce2b6b9a848b',b'4ce2b6b9caca4',"b'It would be unfair on my part to forget these filmmakers: Chantal Akerman, Michelangelo Antonioni, Bruce Baillie, James Benning, Ingmar Bergman, Jean-Claude Biette, Frank Borzage, Stan Brakhage, Robert Bresson, Luis Bu\xc3\xb1uel, John Cassavetes, Charles Chaplin, Jean Cocteau, Nathaniel Dorsky, Aleksandr Dovzhenko, Stephen Dwoskin, Jean Epstein, Hollis Frampton, Philippe Garrel, David Gatten, Peter Hutton, Fritz Lang, Louis Lumi\xc3\xa8re, Chris Marker, Leo McCarey, Gregory J. Markopoulos, Jonas Mekas, Kenji Mizoguchi, Jo\xc3\xa3o C\xc3\xa9sar Monteiro, Peter Nestler, Manoel de Oliveira, Yasujiro Ozu, Pier Paolo Pasolini, Nicholas Ray, Jean Renoir, Glauber Rocha, Eric Rohmer, Roberto Rossellini, Jean Rouch, Jean-Claude Rousseau, Werner Schroeter, Jacques Tourneur, Jos\xc3\xa9 Val del Omar, Jean Vigo, Andy Warhol.'"
b'66',b'Tariq Ali',b'critic',b'Pakistan/UK',b'Male',b'4ce2b6f24787d',b'4ce2b6a76d983',b'4ce2b896337d8',b'4ce2b6a76bf31',b'4ce2b693a235d',b'4ce2b72b789cf',b'4ce2b6b13cc5b',b'4ce2b7c8951ef',b'4ce2b6b3ec3fe',b'4ce2b6b8c184c',b''
b'95',b'Sitora Alieva',b'programmer',b'Russia',b'Male',b'4ce2b6a439bc9',b'4ce2b6a7a801b',b'4ce2b6a76bf31',b'4ce2b6a90d39d',b'4ce2b6a9624ac',b'4ce2b8485aac9',b'4ce2b6bb90873',b'4ce2b8ae95bf1',b'4ce2b8d4c824d',b'4ce2b6b6466ce',b''
b'1200',b'Woody Allen',b'Director',b'US',b'Male',b'4ce2b6b3b75b7',b'4ce2b6b25bb2b',b'4ce2b6b4b0e0c',b'4ce2b6ae61fec',b'4ce2b6a7a801b',b'4ce2b6a76bf31',b'4ce2b6ab6f1c7',b'4ce2b6b2b629c',b'4ce2b6b3ec3fe',b'4ce2b6b61b4e8',b''
b'63',b'Thomas Allenbach',b'programmer',b'Switzerland',b'Male',b'4ce2b6a470348',b'4ce2b6a7a801b',b'4ce2b70275daa',b'4ce2b6ab4237b',b'4ce2b6b049967',b'4ce2b6b0544c6',b'4ce2b754db651',b'4ce2b6b3291db',b'4ce2b76092180',b'4ce2b6b9caca4',b''
b'557',b'Gunnar Almer',b'programmer',b'Sweden',b'Male',b'4ce2b6a78a11b',b'4ce2b79ed55f3',b'4ce2b6a7a801b',b'4ce2b79314351',b'4ce2b7a30165c',b'4ce2b6b26aca5',b'4ce2b6b39ca6f',b'4ce2b8a69d6fb',b'4ce2b6b295aa3',b'4ce2b6bb09360',b''
b'607',b'Florence Almozini',b'programmer',b'US',b'Female',b'4ce2b6bc285f7',b'4ce2b87fe9a8c',b'4ce2b6fe03642',b'4ce2b80eaafad',b'4ce2b79ec3b22',b'4ce2b6aadb03d',b'4ce2b6bea6f6f',b'4ce2b6b30995b',b'4ce2b6b41d658',b'4ce2b6b9caca4',"b'While I consider these the \xe2\x80\x98greatest\xe2\x80\x99 because they had the greatest impact on my personal view of cinema, having no films by Bergman, Lang, Dreyer, Ophuls, Ozu or Tarkovsky is some sort of a crime against cinema!'"
b'1035',b'Lisandro Alonso',b'Director',b'Argentina',b'Male',b'4ce2b6a54c395',b'4ce2b6eadf87b',b'4ce2b8dd46b52',b'4ce2b6ae11be2',b'4ce2b8cb65a27',b'4ce2b6b30995b',b'4ce2b7f21b141',b'4ce2b8c3565bc',b'4ce2b6bf3bbfd',b'4ce2b8a69d6fb',b''
b'1180',b'Tata Amaral',b'Director',b'Brazil',b'Female',b'4ce2b6bfd1ebb',b'4ce2b6a909d23',b'4ce2b6b03bb00',b'4ce2b6b1ca76f',b'4ce2b8de821d9',b'4ce2b6bedc2bb',b'4ce2b8c357ab8',b'4ce2b6f18c7c8',b'4ce2b6b47f860',b'4ce2b693a235d',b''
b'1178',b'Suzana Amaral',b'Director',b'Brazil',b'Female',b'4ce2b6b25bb2b',b'4f4b9a8382524',b'4ce2b6bfd1ebb',b'4ce2b6a7a801b',b'4ce2b6a7e0681',b'4ce2b6ad87c49',b'4ce2b6ab42667',b'4ce2b81640fd5',b'4ce2b7c5c1618',b'4ce2b6f62d52b',b''
b'326',b'Masoud Amralla Al Ali',b'programmer',b'Dubai',b'Male',b'4ce2b6b25bb2b',b'4ce2b6a7b69f6',b'4ce2b6aadbfeb',b'4ce2b6a8ac25c',b'4ce2b78da502c',b'4ce2b6bc1e641',b'4ce2b6b2deaa5',b'4ce2b6b7d5c6e',b'4ce2b6bf3bbfd',b'4ce2b6b7bc1b8',"b'I chose the above list for their originality and their highly cinematic/poetic aspects, which made them a landmarks in the history of cinema.'"
b'1183',b'Thom Andersen',b'Director',b'US',b'Male',b'1004',b'4ce2b6b7d56bb',b'4ce2b6ac979d2',b'4ce2b6ae29aee',b'4ce2b6b10f03e',b'4ce2b74c919fc',b'4ce2b6bfc543c',b'4ce2b6b30995b',b'4ce2b7c8951ef',b'4ce2b6b8908e4',b''
b'502',b'Jason Anderson',b'critic',b'Canada',b'Male',b'4ce2b6ea3947f',b'4ce2b6a78a11b',b'4ce2b7b78a3f5',b'4ce2b6a906793',b'4ce2b71208b72',b'4ce2b7b9372f0',b'4ce2b8379038e',b'4ce2b74e17b2b',b'4ce2b6b41d658',b'4ce2b6a99de5f',"b'Such a shameful list! And for so many reasons! No silents, no docs, no experimental films, nothing before the 1930s, whole continents unrepresented, nothing from my homeland (James Cameron doesn\xe2\x80\x99t count), only one movie by someone other than a white dude (and no non-dudes at all). I couldn\xe2\x80\x99t decide on a single title by Hitchcock, Bu\xc3\xb1uel, Ford, Sturges, Ozu, Visconti, Godard, Varda, Scorsese, Malick, Denis, Apichatpong etc. I\xe2\x80\x99ve chosen possibly the most imperfect Tarkovsky, but it\xe2\x80\x99s the one I love best. Mulholland Dr., Children of Paradise and A Brighter Summer Day are all longer than they ought to be, but can I really bedgrudge them? In all of these cases, \xe2\x80\x98greatest\xe2\x80\x99 meant the movies that overwhelmed me on my first viewing and continue to remind me what cinema can and should be. No more apologies from me, then.'"
b'1154',b'Roy Andersson',b'Director',b'Sweden',b'Male',b'4ce2b6b4b0e0c',b'4ce2b6b7433c1',b'4ce2b6b346033',b'4ce2b6bc285f7',b'4ce2b6f24787d',b'4ce2b6ae61fec',b'4ce2b6ac59a0b',b'4ce2b6bbaea80',b'4ce2b6b3ec3fe',b'4ce2b6b9efb3b',"b'This is my list of films that I consider the best in film history. I hesitated a little about what word I should use: the best films or the most important films. I decided to call them the best films. Only the first three films are placed in order of preference. The others are a mixture without preference.My absolute favourite is Bicycle Thieves, the most humanistic and political film in history. Viridiana is the most intelligent and Hiroshima mon amour is the most poetic.All the ten films are excellent and fascinating artistic expressions about what I would call mankind\xe2\x80\x99s both raw and delightful existence. These movies make us wiser.'"
b'757',b'Borislav Andjelic',b'critic',b'Serbia',b'Male',b'4ce2b6b4b0e0c',b'4ce2b6b7433c1',b'4ce2b69562aa2',b'4ce2b6f24787d',b'4ce2b6bfd1ebb',b'4ce2b6a7a801b',b'4ce2b6b3ec3fe',b'4ce2b6b727a8b',b'4ce2b6b824610',b'4ce2b7965be62',"b'When it comes to movies, like football fans everyone regards himself as an expert. In most cases that is even true. Therefore in making this personal choice of films that I treasure and that for various reasons had impacted on my views about film art, I realised that before finalising it I have already mentally created another eand qually provocative \xe2\x80\x98personal best\xe2\x80\x99 list. The wheel goes around.'"
b'621',b'F\xc3\xa1bio Andrade',b'critic',b'Brazil',b'Male',b'4ce2b6edeeb13',b'4ce2b6b10f03e',b'4ce2b6a47c88b',b'4ce2b865af136',b'4ce2b752105a2',b'4ce2b6955c6ba',b'4ce2b6b41d658',b'4ce2b8e039a96',b'4ce2b6b7568ee',b'4ce2b8a69d6fb',"b'This list is a compromise between three criteria: a) movies that are among my all-time favorites and that had a deep impact on me as a critic and art lover; b) movies that I think played a key role in the history of cinema and that directly affected, or should have affected, what came after them (and, on very special occasions, what came before them as well); c) movies that were the perfect and ultimate crystallisation of what cinema was at the time they were made. What I think all of them have in common is that now, looking back, they all seem to be the extreme expressions of artistic projects have been aborted by history and that remain abandoned mysteries, like a time capsule that can tell us as much about the future as it can show us about the past. If I could, I\xe2\x80\x99d have added Jean-Luc Godard\xe2\x80\x99s Histoire(s) du Cinema \xe2\x80\x93 the entire series \xe2\x80\x93 to the list as the string that could possibly tie these ten titles together. But maybe they\xe2\x80\x99re better off untied.'"
b'884',b'Arild Andresen',b'Director',b'Norway',b'Male',b'4ce2b6b3b75b7',b'4ce2b6b25bb2b',b'4ce2b6efd34c7',b'4ce2b6f7e4d64',b'4ce2b6a7e0681',b'4ce2b6bbbab86',b'4ce2b6be7d19a',b'4ce2b6a754af6',b'4ce2b6b757144',b'4ce2b6b9caca4',"b""It has not been easy choosing only ten films. I realised I had to make a rather personal list, having no illusions that I would ever be able to do justice to all great films and directors out there. So this was a pleasure, as well as a pain. What about Touch of Evil, Singing in the Rain, It's a Wonderful Life, Go and See? What about Bergman, Bu\xc3\xb1uel or Bresson? Maybe another time,\xc2\xa0should the opportunity return. \n\xc2\xa0\n8\xc2\xbd is beautiful, bittersweet, romantic, dark and immensely entertaining. This masterpiece has got it all.If I had to choose only one, I guess it would have to be Les 400 Coups: the music, the imagery, the wise and tender portrayal of childhood, the face of young Jean Pierre Leaud... I could watch this film forever. Au Revoir les Enfants represents a deeply touching childhood memory and a late entry in a career that may contain more memorable portrayals of adolescence than any other director's.Le Boucher is suspense in its purest form \xe2\x80\x93 to me, \xe2\x80\x9970s Chabrol is Hitchcock\xe2\x80\x99s one and only true heir.Italian history never looked as good, and as frightening, as in Bertolucci\xe2\x80\x99s cautionary tale of identity and ideology.The Gold Rush is the first film I can remember having seen. I loved it. I still do.I fell in love with New York a long time before actually going there myself, mostly because of Manhattan.Once Upon a Time in the West is playful, political, poetic and so stylishly elaborate it's almost parodic. That westward bound train must be one of film history's most potent metaphors.Sunset Blvd has dialogue to die for. Wilder got it right every time.Who needs film school? Just watch Vertigo, then read Truffaut\xe2\x80\x99s book on Hitchcock. Then watch it again. And again."""
b'583',b'Geoff Andrew',b'critic',b'UK',b'Male',b'4ce2b6a439bc9',b'4ce2b6a7a801b',b'4ce2b6aae85f3',b'4ce2b6ac5e051',b'4ce2b8cbedf13',b'4ce2b6afdc8ac',b'4ce2b752105a2',b'4ce2b6b2deaa5',b'4ce2b87f98ae5',b'4ce2b6b8908e4',"b'A top ten might have sufficed in 1952, but 60 years on we need a top 20. I know it\xe2\x80\x99s always been difficult to narrow one\xe2\x80\x99s list down, but we have so many more great films to choose from now. While it\xe2\x80\x99s crucial to acknowledge work of the most recent decades, wouldn\xe2\x80\x99t it be absurd to remove, say, His Girl Friday (the greatest talkie comedy made in black and white?) in order to make space for The Big Lebowski (the greatest talkie comedy made in colour?), or to replace Tokyo Story with A One and a Two, L\xe2\x80\x99Atalante with Beau Travail, Ordet with The White Ribbon. Those were some of the impossible choices I was faced with; as it was, I had to leave out altogether (the agony!) Stroheim, Lang, Renoir, Hitchcock, Mizoguchi, Ophuls, Demy, Altman and Malick, while face-offs like those between Au hazard Balthazar and The Son, Journey to Italy and The Travelling Players, Listen to Britain and Land of Silence and Darkness, Once upon a Time in America and Once upon a Time in Anatolia never really got a look-in. I compromised.\nThat said, I stand by my final ten (today, at least), and there\xe2\x80\x99s one point I want to make: though I\xe2\x80\x99ve always voted for Welles in such polls, this is the first time I\xe2\x80\x99ve opted for Citizen Kane. I used to be a bit perverse about it, preferring the warmth of The Magnificent Ambersons, the B-movie bravura of Touch of Evil, the mischievous magic of F for Fake. But in the last decade, even more than before, I\xe2\x80\x99ve watched this first feature many times, and each time, it reveals new treasures. Clearly, no single film is the greatest ever made. But if there were one, for me Kane would now be the strongest contender, bar none.'"
b'246',b'Nigel Andrews',b'critic',b'UK',b'Male',b'4ce2b6a54c395',b'4ce2b6bc053b7',b'4ce2b6a7a801b',b'4ce2b6ab42667',b'4ce2b6b9ad9b2',b'4f4b8d17bedb4',b'4ce2b83f86eb2',b'4ce2b8de13c81',b'4ce2b6b9caca4',b'4ce2b6bad3a0d',"b'Kane and Vertigo don\xe2\x80\x99t top the chart by divine right. But those two films are just still the best at doing what great cinema ought to do: extending the everyday into the visionary. My other films were picked for the same reason, though maybe Woody Allen\xe2\x80\x99s greatness lies in taking the everyday and keeping it everyday, just enhanced it with brilliant comic wisdom and perception.'"
b'1063',b'Mauro Andrizzi',b'Director',b'Argentina',b'Male',b'4ce2b6b9450a5',b'4ce2b69562aa2',b'4ce2b6a5551ac',b'4ce2b6946d914',b'4ce2b6be4a4c3',b'4ce2b6bfecaeb',b'4ce2b7ed49278',b'4ce2b6b4ead96',b'4ce2b79d86c35',b'4ce2b69593482',b''
b'1002',b'Joko Anwar',b'Director',b'Indonesia',b'Male',b'4ce2b6a7a801b',b'4ce2b7b5a8ba7',b'4ce2b6a9b7390',b'4ce2b6ac7d8e0',b'4ce2b6afed5a4',b'4ce2b8331649f',b'4ce2b87f38ad8',b'4ce2b8c6518bb',b'4ce2b6b88f192',b'4ce2b6b9caca4',"b'My favourite movie of all time, Punch-Drunk Love proves that a movie can be rebellious while still being modest. The Crying Game was my film school. I stole a lot from it. Miracle of Marcelino is still the best movie about class. The Holy Mountain \xe2\x80\x93 oh, how my eyes bleed! In many colours. Nights of Cabiria is the best of neo-realism. There Will Be Blood should have won the Oscar. The Exorcist is still the best horror movie of all time.'"
